MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,RainToday
13.9,36.4,0,12.2,13.2,35,9,28,29,19,1008.8,1007.1,0
17.2,30.2,0,10.4,12.7,33,2,19,53,40,1010.9,1011,0
17.8,31.1,0,9.8,13.2,43,22,31,47,39,1016.6,1013.7,0
18.4,32.2,0,9.8,13.2,39,24,26,42,33,1017.5,1013.8,0
14.3,38.1,0,11.6,12,65,26,13,38,17,1012.1,1007,0
18.2,30.3,0,10.8,12.6,35,11,24,63,52,1008.6,1010.1,0
19.1,28.2,0,9.6,12.3,30,13,19,54,38,1013,1011.5,0
14.3,39.5,0,9.6,13.1,31,9,19,48,21,1013.7,1009.9,0
18.6,37.4,0,10,10.2,43,22,22,16,38,1012.9,1011.9,0
22.2,30.6,0,10.6,6.2,37,15,24,58,42,1016.7,1014.7,0
18.3,31.3,0,8,13,39,13,26,44,38,1015.4,1012.9,0
15.6,30.6,0,10.8,12.7,41,11,30,41,37,1016.4,1013.2,0
17,33.2,0,9.6,13.2,50,28,24,44,15,1016.6,1013,0
16.2,36.7,0,11.2,13.2,63,30,19,38,16,1013.1,1008.2,0
21.9,39.8,0,12.8,12.3,59,26,17,23,15,1008.4,1004.9,0
22.4,38.7,0,14.2,12.9,54,9,26,28,26,1008,1004.9,0
22,37.8,0.2,10.6,7,41,17,20,78,20,1009.2,1006.7,0
21.6,35,0,8.8,0.7,59,31,22,25,19,1011,1010,0
19.1,31.4,0.2,10.6,2,70,30,26,49,29,1014.3,1013,0
20.3,33.7,0,10.2,5.2,57,6,31,47,50,1014.2,1011.8,0
19.8,32.6,10.2,8.6,4.8,67,26,20,56,89,1014.4,1015.5,1
20.5,39.1,13.8,4,6.5,63,2,20,63,24,1016.9,1011.3,1
19,33.5,4.4,8.2,12.6,41,15,22,44,50,1015.1,1013.7,1
17.2,31.5,0,8,12.2,43,11,26,66,43,1015.9,1014.4,0
18.6,31,0,9.8,12.3,39,15,30,51,43,1018.7,1015.7,0
18.8,35.5,0,9.2,12.5,48,24,22,48,34,1018.4,1014.1,0
20.5,39.6,0,9.6,12.5,44,26,19,46,22,1015,1012.5,0
18.1,33.4,0,9.2,12,33,7,19,67,42,1018.5,1017.1,0
16.6,35.4,0,8.8,12.4,35,13,22,49,40,1019.2,1017.3,0
19.7,37,0,10.6,12.4,50,31,19,45,22,1020,1015.4,0
21.4,31.6,0,9.8,6.7,35,20,15,53,48,1015.2,1012.5,0
21.2,27.3,0,4.8,6.7,39,13,20,77,60,1010.7,1009.7,0
19,25.7,0,6.4,10.5,46,30,30,46,37,1017.2,1016.4,0
14.9,30.4,0,10,12.6,48,30,19,38,20,1021.1,1016.2,0
15.9,36,0,9.8,11.6,52,22,15,42,23,1016,1012,0
8.6,21.9,0,5.2,11.7,43,15,7,53,33,1027.5,1023.2,0
7,25.2,0,6,11.1,35,7,17,38,28,1023,1019.4,0
9.3,22,0,6,9,31,6,13,67,66,1020.6,1018.6,0
16.4,22.4,0.8,4.2,7.8,41,15,13,76,50,1019.1,1018.9,0
10.7,22.1,0.2,4.8,11.4,28,7,13,64,58,1021.1,1018.2,0
13,23,0,5,10.9,30,11,15,62,55,1015.8,1012.9,0
17.3,19.3,0,6,0.4,39,13,17,80,90,1011.5,1012.2,0
9.9,19.6,18.2,2.2,9.7,37,11,19,77,54,1017.9,1018,1
8.8,20.7,0,5,11.9,33,13,19,48,48,1024.8,1021.8,0
10.1,24.1,0,5.8,12.3,33,15,17,55,44,1024.9,1020.8,0
11.4,27,0,6.8,12.6,43,15,17,48,24,1021.9,1017.8,0
15.6,27.9,0,11.2,11.2,43,15,17,38,28,1015.8,1011.7,0
12.8,23.7,0,9,11.4,24,9,11,52,60,1015,1015,0
13,24.8,0,6.8,8.8,30,7,15,70,61,1020.4,1019.4,0
15,28.5,0,6.2,12.4,33,7,19,59,52,1022.4,1020.4,0
15.3,29,0,7,12.6,39,13,17,57,47,1023.3,1019.4,0
14.2,30.6,0,8.4,12.5,31,9,20,50,45,1019.5,1015.8,0
17.6,37.2,0,9.6,12.7,31,13,13,39,23,1013.4,1010.1,0
16.6,25.6,0,8,10,30,7,13,62,56,1016.7,1015.4,0
15.4,27,0,7.8,12.1,39,11,19,62,59,1018.4,1016.1,0
16.5,29.8,0,7.4,11.4,46,15,19,58,35,1021.2,1017.4,0
15,33.4,0,11,11.3,41,17,11,52,31,1019.3,1014.7,0
19.7,32.6,0,8,7.3,33,11,13,40,37,1013.7,1012.2,0
18.1,24.2,0,7.2,6,39,19,24,76,57,1016.8,1015.4,0
13.3,24.4,0,6.2,8.5,46,11,19,58,57,1017.8,1015.9,0
14.1,27.1,0,5.4,12.3,33,17,17,57,44,1020.4,1017.3,0
14.2,29.2,0,8,12.7,35,15,17,47,41,1020.1,1016.9,0
14.2,33.2,0,10,13.1,33,11,19,31,25,1018.6,1015.7,0
17,37.2,0,10.8,13.1,35,20,11,23,10,1015.5,1011.3,0
13.5,30.7,0,9.4,11.1,30,7,17,47,40,1014.6,1012.3,0
15.9,27.7,0,9.2,12.8,46,17,19,67,51,1013.4,1010.8,0
14.4,29.3,0,9.4,12.7,43,13,22,58,47,1014.2,1010.8,0
15.3,32.6,0,8.4,13,41,17,11,52,28,1016,1011.9,0
16.1,33.7,0,11.6,13.1,39,15,11,41,19,1015.4,1011.4,0
19.6,37.1,0,13,13,31,13,17,28,25,1011,1009,0
20,28.3,0,9.2,8.4,24,11,13,72,55,1011.9,1009.3,0
17.5,25.2,0,7.4,7.5,43,15,17,52,41,1012.4,1011.2,0
12.1,25.7,0,8.8,13,46,22,15,47,28,1015.7,1011.4,0
13,28.3,0,10.8,12.8,43,17,15,46,28,1012.6,1007.4,0
15.6,31.9,0,10.8,12.6,39,20,9,39,27,1008.1,1004.6,0
20.3,31.1,0,9.4,10.7,37,20,15,39,64,1006,1005.7,0
16.6,27,0,8,12.4,33,7,17,60,52,1006.9,1005.4,0
17.6,24.9,0,8.2,7.4,39,13,19,61,85,1008.3,1008.6,0
12.4,25.2,0,5.8,9.6,39,9,22,49,45,1012.8,1010.1,0
12.8,29.3,0,8,12.9,39,11,20,46,49,1010.2,1007.1,0
15.5,29.6,0,8.8,12.9,35,11,22,48,37,1007.3,1005.3,0
20.3,30.2,0,10,11.9,39,20,20,55,61,1008.6,1006.8,0
17.5,24.4,0,8,7.3,56,17,15,58,63,1006.1,1005.8,0
14.5,23.2,10.2,4.4,11.1,44,20,17,52,54,1007.9,1009.1,1
16.4,24.1,1.8,6.6,11.2,33,13,19,64,55,1015.3,1014.8,1
14.7,23.6,0,7.6,12.6,43,15,17,53,46,1017.2,1015.7,0
14.2,23.5,0,9,12.7,46,19,24,44,46,1021.4,1018.5,0
13.2,28.2,0,9.8,12.8,37,15,13,48,23,1022.5,1017.9,0
13.5,32,0,10.8,11.2,43,17,17,40,16,1016.8,1010.5,0
20,32.4,0,10.4,10.9,39,20,19,33,36,1006.8,1003.1,0
18.1,27.5,0,9.4,10.9,37,4,20,61,56,1007.1,1009,0
16.6,25.1,0,8,10.9,44,13,22,52,49,1016.2,1014.3,0
14.2,28.6,0,8.6,13.3,37,11,17,52,42,1019.7,1016.1,0
15.5,32.1,0,9.4,13.3,37,17,13,45,24,1017.3,1013.1,0
17.2,33.5,0,12.6,13,35,13,15,38,30,1017.2,1014.4,0
18.3,36.1,0,12,13.2,39,13,19,30,19,1014.5,1012,0
20.4,39,0,13.8,13.3,31,11,15,34,19,1013.8,1010.9,0
17.5,40.4,0,11.4,13.3,31,11,17,23,23,1012.8,1010.4,0
18.9,37.1,0,12,13.2,31,4,15,40,22,1011.4,1009.5,0
20.8,37.1,0,14.4,10.2,31,6,15,25,16,1009.9,1008.7,0
18.4,28.4,0,9.4,10.9,28,9,11,59,63,1009.2,1008.2,0
19,27.8,0,9.2,9,41,15,20,64,56,1012.8,1011.2,0
17.8,30.5,0,9.8,9.9,46,11,20,59,43,1014.8,1012.2,0
16,28.2,0,8,13.2,35,17,11,46,29,1020.3,1016.8,0
14.3,28.7,0,11,12.7,35,13,11,45,25,1021.9,1017.1,0
15.7,29.9,0,10.2,11,39,13,19,41,37,1019.2,1015.4,0
13.8,33.9,0,9,12.6,35,6,19,30,15,1016.4,1012.6,0
14.2,29.4,0,8.4,11.8,43,6,26,53,64,1011.3,1011.2,0
15.8,30.8,0,8,13,33,13,17,56,45,1013.8,1010.4,0
14.5,28.2,0,9.6,13.9,30,11,19,58,46,1011.4,1009.4,0
18.8,28.3,0,10.2,11.2,43,15,19,62,53,1013.1,1012.6,0
16.5,32.2,0,9,13.3,39,13,20,45,41,1015.5,1010.7,0
17.3,32.6,0,10.8,13.3,43,11,20,42,40,1010.3,1006.3,0
17.9,31,0,10.4,13.3,30,7,13,48,43,1007.6,1005.6,0
19,25.8,0,8.6,10.6,41,15,17,63,49,1005.7,1005.7,0
16.9,26.1,0,9,12.6,41,11,20,56,42,1009.1,1010.2,0
12.6,25.7,0,9.2,7.9,37,11,19,56,48,1017.5,1017.7,0
14.3,26.5,0,7.2,13.1,46,11,22,47,44,1022.4,1018.5,0
14.9,27.3,0,9.4,13.2,41,13,22,44,45,1018.5,1015.9,0
15.9,31.8,0,9.8,13,33,17,19,55,36,1018.7,1014,0
16.3,39.1,0,10.2,12.6,37,15,15,35,19,1011.6,1008.3,0
19.7,26.9,0,11,12.6,35,13,17,70,56,1014.2,1014.4,0
17.5,28.4,0,10,11.8,35,15,20,59,51,1017.9,1015.6,0
17,30,0,8,13.2,43,7,17,55,55,1016.7,1014.4,0
16.7,34.2,0,9.8,13.2,43,9,22,49,44,1017.2,1014.8,0
22.6,43.3,0,12,13.1,33,13,11,34,12,1015.7,1010.4,0
29.7,41,0,16,12.2,37,17,17,13,33,1007.4,1008,0
20.9,27.8,0,13.2,9.4,39,15,20,67,51,1010.7,1009.8,0
15,26.7,0,10.2,13.1,37,9,19,50,44,1012.9,1010.3,0
16.1,25.6,0,9.4,12.4,41,4,19,53,49,1008.5,1008.7,0
18.7,25.6,0.2,9.6,13,41,11,22,51,46,1012.8,1012.3,0
15.8,31.6,0,10,13.1,35,13,19,50,44,1014.5,1010.5,0
15.5,37.1,0,9.4,13.2,39,13,17,35,25,1012.5,1009.7,0
22.2,38.7,0,13.2,13.1,46,11,24,32,24,1011.4,1007.9,0
20.4,38.3,0,13.4,13.1,41,13,13,45,21,1010.4,1006.5,0
20,38,0,15.2,13.2,43,17,15,49,26,1008.8,1004.6,0
23.8,37.2,0,11,13,39,19,17,48,29,1007.3,1003.3,0
22.7,36.2,0,12,13.1,54,11,22,52,29,1007.8,1006,0
23.2,32.6,0,13.4,9.3,50,17,17,57,35,1014.9,1010.8,0
24.6,36.7,0,11.4,10.9,33,17,15,54,37,1010.5,1006.4,0
23.5,31,0,10.6,12.9,41,13,24,59,49,1010.9,1008.5,0
18.5,26.4,0,10.2,11.2,46,13,24,72,46,1011.3,1010.8,0
15.9,31.5,0,9.2,13.1,39,13,13,47,27,1017.9,1013.7,0
16.6,33.5,0,11.6,13,41,15,17,46,36,1013.7,1009.5,0
19,34.6,0,10.6,13,31,6,17,37,34,1009.9,1007,0
21.1,29.7,0,9.6,10.7,39,9,17,59,58,1007.4,1006.6,0
18.4,28.5,0,9.2,12.9,43,13,24,58,53,1008.4,1006.7,0
16.8,32.5,0,10,12.9,44,17,15,51,30,1012.7,1009.8,0
16.9,33.8,0,11.4,13,44,19,11,46,27,1015.8,1011.2,0
21.4,37.5,0,12,12.8,31,19,19,38,26,1011.9,1008,0
21.7,32.3,0,12,12.7,37,6,17,48,51,1011,1009.6,0
20.2,32.2,0,9.6,12.7,35,9,19,58,46,1012.9,1009.4,0
19.5,30,0,10.8,12.7,44,13,24,55,50,1012.3,1009.7,0
15.1,29.3,0,10.6,12.8,43,15,22,54,45,1016,1012.3,0
15.5,33.1,0,10.4,12.6,41,17,11,46,21,1014.2,1009,0
18.2,29.2,0,9.4,12.6,52,13,22,50,56,1007.9,1005.9,0
17.6,33.3,0,10.4,12.5,39,15,15,51,34,1009.2,1004.9,0
20.2,34.2,0,11.8,11.1,33,15,13,59,34,1007.6,1005.5,0
20.5,34.6,0,9.4,12.6,31,13,11,60,35,1011.1,1007.2,0
19.6,32.3,0,10.4,12.6,31,7,15,55,44,1009.8,1007.1,0
19.2,32.3,0,8.8,12.6,28,0,15,49,32,1008,1005.9,0
17.1,28.9,0,10,7.5,39,11,20,74,47,1011.4,1011.6,0
17.3,33,0,7.6,12.4,35,13,15,56,44,1017,1013.8,0
18.4,35.3,0,10,12.5,33,11,13,44,18,1017.9,1013.4,0
17.5,37,0,12,12.6,37,17,15,47,20,1015.7,1011.9,0
21.5,37.4,0,13,12.3,39,13,11,37,16,1016.3,1014.1,0
19.7,34.9,0,13.8,12.2,39,19,17,38,20,1019.1,1016.1,0
23.8,35.3,0,12,10.8,35,13,9,34,22,1018.9,1014.5,0
18.5,35.3,0,10,12.2,37,9,19,36,26,1016.3,1013.4,0
17.2,34.2,0,10.6,12.2,41,7,19,36,30,1016.8,1014.8,0
19.7,31.8,0,12,12.2,33,11,11,54,27,1020.1,1016.7,0
15.9,30.6,0,10.8,12.2,37,15,15,46,23,1021.2,1016.2,0
16.9,34.6,0,12.2,12.1,33,17,9,42,24,1018.3,1014.5,0
17.5,36.6,0,9,12.1,37,13,9,29,13,1018,1014.6,0
16.4,38,0,11,11.9,35,19,11,27,11,1015.9,1013.1,0
16.7,37.5,0,11.6,11.9,28,7,17,23,15,1014.9,1012.1,0
17.4,30.8,0,10.4,10.6,41,7,19,58,56,1015,1013.6,0
17.3,32.7,0,8.8,11.8,39,17,13,59,21,1021.9,1018.1,0
17.2,32,0,9.6,11.7,31,15,13,54,27,1021.2,1016.5,0
17.1,35.5,0,8.4,11.6,31,15,11,49,29,1016.7,1012.3,0
22.9,37.7,0,11,11.4,33,13,13,41,27,1012.3,1009,0
20.7,25.7,0,11.8,6.7,35,15,17,64,54,1015.6,1013.6,0
14.3,25.1,0,5.8,11.5,43,15,22,47,40,1018.9,1016.6,0
13.3,28.8,0,8,11.2,39,11,19,57,47,1019.7,1016.9,0
16.7,33.6,0,8.4,11,33,13,11,50,25,1022.3,1018,0
20.2,37.5,0,10.8,9.8,33,17,13,42,23,1017.6,1013.1,0
21.6,26.9,0.2,9,2.1,30,0,13,78,58,1012,1011.6,0
16.2,24.8,0,4.8,10,46,20,24,68,50,1018.5,1016.7,0
10.3,24,0,6.4,11.1,35,7,19,54,49,1021.8,1018.8,0
13.7,26.8,0,6.2,9.9,35,7,17,56,51,1020.1,1016.9,0
15.6,28.5,0,7.2,11,30,7,17,65,53,1017.7,1015.1,0
16.1,30,0,7.8,11.1,31,6,15,63,45,1020.4,1018.4,0
17.3,31.9,0,6.6,11,31,0,17,57,41,1021.2,1018.1,0
18.9,31.6,0,8,10.8,50,17,19,58,30,1022.2,1017.5,0
16.2,28.1,1,9.6,9.2,43,15,19,69,43,1018.3,1014.3,0
18.7,31.7,0,8.2,9.4,44,11,17,55,37,1015.6,1013.4,0
20.7,33.9,0,10.8,10.9,41,17,19,53,33,1018.7,1015.6,0
22.3,34.2,0,8.8,9.4,31,17,19,42,58,1017.3,1017,0
21.5,27.5,0.2,7.4,0.6,43,9,24,75,73,1019.9,1018.2,0
20.4,30.6,0.4,4.6,1.2,22,2,11,54,37,1017,1016,0
17.8,28.4,0,4.2,10.3,35,11,17,68,57,1018,1015.5,0
18.3,33.5,0,6.8,10.9,28,7,15,61,39,1017,1012.3,0
19.6,24.9,0,6.6,2.3,41,9,15,74,65,1010.3,1007.9,0
17.3,23.5,5.2,3.6,4.5,30,11,13,53,59,1013.5,1013.2,1
15.4,23.4,0.4,3,3.9,26,11,13,88,47,1015,1012.9,0
16.3,24,1,3.4,7.3,31,15,13,72,37,1018.7,1017,0
11.4,25.2,0,6.2,10.8,35,11,11,53,36,1023,1019.4,0
12,27.6,0,5.8,10.4,28,17,9,51,23,1023.1,1018.9,0
11.9,30.2,0,6.6,6.2,28,7,11,44,32,1017.6,1013.9,0
13.6,31.4,0,4,8.5,33,7,17,47,44,1011.6,1008.1,0
14.8,25.8,0,5.2,9.7,41,7,20,80,52,1012,1010.1,0
13.5,25.2,0,5.2,10.6,37,7,20,61,56,1016.3,1014.8,0
14.5,30.4,0,6.2,9.7,30,13,6,63,30,1016.8,1012.5,0
15.7,30.9,0,6,6.1,31,15,15,43,23,1012.9,1009.6,0
19.1,32.3,0,7.6,8.7,35,15,11,47,26,1014.6,1011.9,0
19.2,34.6,0,7.4,10.3,30,9,7,45,23,1016.4,1012.7,0
17.9,32.3,0,7.4,10.4,30,13,11,42,33,1016.2,1014.4,0
16.1,33,0,7,10.9,20,7,11,59,35,1019.1,1017.1,0
16.1,29.2,0,5.4,10.5,24,6,11,61,58,1020,1018.3,0
15.7,25.4,0,6.2,8.7,31,4,13,71,55,1021.4,1021,0
16.9,24.9,0,6.2,6.8,43,6,17,77,59,1023.4,1020,0
10.4,25.3,0,2.8,6.8,30,7,15,68,47,1022.6,1020.5,0
15,28,0,4,9,30,11,7,66,37,1021.8,1017.6,0
13.4,25.2,0,6.4,10,31,11,17,70,54,1018.1,1014.4,0
12.3,24.5,0,4.6,9.2,37,4,15,66,58,1015.1,1012.3,0
12.3,22.9,0,4.6,10.3,30,11,17,63,41,1019.9,1018.3,0
7.7,23.7,0,4,10.5,28,7,19,52,41,1021.3,1017.6,0
9,26,0,5.2,9.2,28,11,9,61,35,1018.5,1013.6,0
16.3,24,0,5,1.6,24,9,6,53,52,1010.4,1007.9,0
15.6,24.8,0.2,3,7.8,19,7,9,76,56,1012.7,1011.4,0
15.2,23,0,2.4,1.2,28,7,7,67,77,1012.3,1006.6,0
17.4,23.6,13.4,2.8,7.9,50,7,17,82,64,1006.4,1007.3,1
13.2,19.4,9.6,2.8,9,41,13,19,70,49,1018.6,1021,1
7.5,20.4,0.4,3.6,7.7,20,4,7,66,58,1026.7,1024.6,0
11.8,22.4,0,2.2,8.9,28,7,13,62,38,1025.6,1023.1,0
7.4,21.7,0,4.4,9.7,31,7,11,74,48,1028,1025.8,0
6.5,20.9,0,3,8.8,26,9,6,63,38,1031.4,1027.3,0
7.1,23.6,0,3.4,7.2,20,11,9,72,52,1026,1020.8,0
13.1,22.1,0,2.6,0.1,22,7,9,73,53,1019.1,1015.2,0
14.1,19.8,1.6,2.2,0.2,24,11,7,86,67,1015.4,1011.7,1
15.1,22.9,0,1.2,0.4,24,9,9,79,71,1013,1009.7,0
17.9,21.3,1.8,2.4,0,35,11,11,92,82,1008.4,1005.1,1
12.5,19.7,47.2,0.8,5.7,78,20,17,55,84,1006.4,1009,1
13.3,22.1,4.6,3.4,8.8,37,11,13,71,68,1014.4,1014.3,1
13,21.9,10,3.4,5.9,20,6,11,96,64,1019.9,1018.1,1
11.2,23.8,0.6,1.6,9.3,24,9,11,86,44,1020.7,1017.4,0
12.8,23.5,0.2,1.6,5.4,33,6,19,81,88,1017.8,1017.3,0
12.7,22.3,2,0.7,7.4,24,2,13,91,52,1021.9,1019.9,1
12.5,22.4,0,1.8,1.8,20,6,9,87,60,1017.5,1014.2,0
11.2,22.9,0,1.2,7.1,22,7,11,88,61,1017,1016.5,0
10.6,23.3,0,2.2,9.2,22,7,11,88,63,1020,1017.9,0
12.7,21.3,0.2,1.6,1.9,28,7,4,87,87,1018.9,1017.5,0
15.4,21.8,1.4,0.8,1.5,24,11,7,82,81,1018.8,1017.5,1
16,23,2.2,2,5.7,31,9,9,91,81,1017,1014.9,1
14.6,21.3,12.8,5.4,1.7,20,9,9,95,78,1016,1014.7,1
14.2,22.6,0.2,0.2,5.6,37,9,11,89,69,1014,1011,0
14.6,21.2,38.6,1.8,6.1,44,6,20,88,59,1008.8,1008.1,1
14.9,20.5,11.6,2.8,2.7,52,15,17,75,66,1010.2,1009.3,1
15.6,20.6,2.8,2.6,4.3,41,7,15,64,58,1014.4,1012.4,1
13.5,20.6,5.4,2.2,0.8,33,0,9,88,55,1016.8,1016,1
14.5,19.9,0.4,0.2,0.6,35,7,13,93,82,1016.8,1015.4,0
11.3,19.5,9,1,4.5,31,6,13,82,62,1022.7,1021.9,1
9.4,20.2,0,2.2,8.4,24,0,11,91,58,1026,1024,0
6,19.1,0,2.4,8.7,26,6,13,78,56,1026.1,1023.2,0
7.3,17,0,1.2,1.1,31,13,9,68,59,1021.7,1018.4,0
10.6,21.4,1,1.6,5.4,22,7,11,92,61,1018.5,1017.6,0
13.2,21.7,1.2,0.6,6.8,20,4,9,99,70,1021.2,1019.4,1
10.3,21.6,0.2,2.6,7.6,22,4,0,93,67,1023.2,1020.9,0
8.9,22.4,0,2,9.2,19,7,6,80,49,1025.1,1022.6,0
8.8,24.6,0,1.8,9.2,28,9,9,68,35,1025.8,1023.3,0
6.2,23.7,0,2.8,9.3,28,4,7,66,33,1027.2,1024.7,0
13.3,20.6,0,3,1.1,37,19,9,50,45,1023.6,1020.4,0
12.2,20.4,0,3,0,22,11,9,51,39,1018.3,1016.4,0
14.2,23.8,0.8,1.2,2.6,24,9,13,78,44,1016.1,1012.8,0
15.1,16.8,8.8,2.4,3.9,43,13,19,86,67,1013.4,1015.8,1
4.7,17.4,0,2.2,9,26,2,11,85,61,1027,1025.6,0
5.6,18.6,0,1,8.3,22,9,11,84,66,1030.9,1029.5,0
2.9,17.9,0,1,8.7,17,0,2,91,49,1033.2,1030.2,0
1.9,18.2,0,2.2,9.2,17,7,2,84,46,1032.6,1029.9,0
2.1,19.6,0,0.6,9.2,20,7,11,86,45,1030.7,1026.2,0
3,21.7,0,2,9.2,31,9,15,69,35,1023.5,1018.5,0
7.3,18.6,0,2.4,1.3,50,20,19,51,95,1009.6,1006.3,0
11.4,18.4,50.6,1.6,7.2,43,11,20,74,48,1014.4,1015.8,1
8.1,18.6,3.4,2.2,2.4,20,6,7,98,81,1020.8,1018.7,1
10.8,19.7,9,0.8,3.6,35,7,13,99,73,1021,1017.7,1
10.9,19.8,0.2,0.6,3.3,48,11,17,59,88,1010.9,1008.7,0
7.1,16.3,14.8,1.2,5.7,35,2,15,96,56,1023.2,1024.7,1
2.1,16.2,1,3,9.1,22,0,9,96,53,1033.2,1029.8,0
2.8,17.6,0,0.8,9.2,20,7,6,85,52,1030,1026,0
2.7,20.3,0,1.4,9.2,15,4,4,85,40,1024.9,1020.1,0
5.9,20.6,0,1.6,6.9,52,15,20,65,55,1018.5,1018,0
5.5,17.8,2.6,1.8,9,30,0,17,94,50,1027.9,1027.1,1
2.6,15.6,0,2.2,9.1,20,4,9,78,47,1031.2,1027.3,0
4.8,16.2,0,2.4,3.5,44,6,9,71,49,1025.3,1022.5,0
9.7,22.4,0,2,5,28,9,13,52,40,1022,1019.2,0
13.7,23,0,1.8,2.3,22,4,11,43,54,1022.8,1019.6,0
16.5,19.5,11.2,2.2,4.3,44,9,19,96,63,1013.8,1016.2,1
3,15.7,7.4,2.6,9.2,22,0,13,87,42,1024.5,1021,1
3,21.1,0,2,5.5,33,9,11,80,65,1019.2,1017,0
8.9,22.8,8.4,0.6,9.1,28,7,11,88,54,1021.3,1017.8,1
14.7,19.7,1.2,2.2,0.1,50,11,11,88,83,1011.6,1012.8,1
11.7,18.1,17.6,1.4,2.5,67,15,26,83,84,1010.5,1005.7,1
10.7,16.3,16.6,4.6,4.9,50,17,19,58,80,1015.6,1017.6,1
3.4,16.2,1.6,0.8,6.6,22,2,9,98,63,1026.3,1023.8,1
2.8,17.8,0,1.8,8.8,20,0,6,93,50,1024.6,1020.8,0
8.1,19.3,0,1.4,6.4,20,6,6,79,53,1023.2,1021.9,0
8.3,17.8,0.6,1.8,9.2,26,13,7,79,49,1026.9,1023.6,0
3.9,19.3,0,2.8,9.3,24,11,11,69,37,1022.5,1017.1,0
8.1,18.1,15.4,0.6,7.2,46,20,17,69,49,1012.6,1014.2,1
10.1,18.9,2.2,3.4,6.8,39,7,19,88,66,1020.8,1020.4,1
10.3,17,1.8,1.4,5.6,24,4,13,84,54,1026.5,1026,1
2.8,17,0,2.2,9.3,28,2,13,89,51,1029.9,1026.3,0
5.3,19.7,0,2.2,9.4,26,6,11,74,47,1024.7,1020,0
5.4,20.1,0,2.2,6.4,33,15,13,70,46,1017.3,1012.8,0
8.7,17.2,6,2.4,8.6,22,4,11,98,64,1013.2,1013.9,1
8.7,16.6,3.4,0.8,3.7,33,9,9,88,88,1017.1,1013.7,1
8.8,16.1,26.6,1.4,6,44,0,11,83,65,1017.3,1017.7,1
9,15.8,5.6,0.4,4.3,22,7,9,96,86,1022.8,1020.6,1
8.6,18.9,3.2,2.2,7.8,22,7,9,98,65,1022,1020.7,1
11,19.5,1.4,5.2,2.1,43,11,15,91,67,1020.4,1018,1
13.5,17.9,4.2,1.4,2.5,46,15,15,88,76,1015.1,1016.3,1
11.7,19,14,1.4,6.7,33,9,17,80,66,1021.6,1020.5,1
13.8,19.3,0.8,1.8,5.9,31,6,15,80,54,1023.2,1021.7,0
10.6,19.8,0.4,2.2,4.1,31,0,11,87,62,1024.4,1022.9,0
14.8,18.7,0,2.2,1.7,30,9,15,63,58,1022.3,1021.2,0
7.7,16.7,1.6,1.8,5.9,31,9,9,67,49,1027.6,1025.5,1
3.9,17.7,0,2.4,9.5,33,13,13,65,48,1027.6,1023.9,0
4.7,19.7,0,2.4,9,26,6,7,69,64,1025.8,1025.9,0
3.8,19.8,0,2.2,9.5,31,6,11,78,47,1032.9,1029.8,0
5.9,21.3,0,2.8,9.7,28,11,9,58,37,1032,1028.5,0
5.2,24.2,0,4,9.7,37,13,9,43,28,1028.7,1025.4,0
6,26.6,0,4,9.7,30,11,9,47,23,1024.7,1020.5,0
13.4,18.9,3.6,3.6,0.5,20,7,7,95,79,1023.3,1021.1,1
12.9,21,1.2,0.4,8.4,22,6,11,99,57,1024.8,1023.5,1
7,21.4,0,2.2,9.8,26,7,9,73,49,1029.5,1026.8,0
12.4,24,0,3.2,5.4,30,13,11,70,50,1027,1023.2,0
14.2,23.2,0,4,8.4,39,13,13,65,49,1026.3,1023.9,0
13.6,19.3,0,5.6,0.2,46,19,17,56,48,1027.8,1025.7,0
14.6,20.5,0,4.8,4.2,48,19,11,43,38,1028.5,1026.7,0
14.8,23.6,0,4.6,3.7,35,13,11,35,29,1027.9,1026.6,0
8.7,23,0,2.8,9.9,26,7,9,62,50,1027.9,1025,0
6.6,23.9,0,3,10,19,7,6,78,43,1023.8,1020.1,0
11.1,26.9,0,2.6,3.8,63,9,17,66,39,1018.2,1014.4,0
12.5,19.7,12.6,4.8,4.8,46,15,20,90,68,1014.9,1013.5,1
12.2,20,23.8,4.8,5.5,30,0,13,98,60,1017.7,1015.8,1
12,19.4,0.8,1.6,4.8,30,7,11,88,66,1016.3,1013.7,0
14.3,21.5,5.8,2.2,5.5,39,13,11,67,87,1011.5,1012.2,1
14.3,19.8,5.8,3.8,8.2,31,9,13,71,42,1022,1021.7,1
6.6,21.5,0,1,10.5,28,6,11,68,45,1024.5,1021.6,0
6.4,22.3,0,3,10.2,24,7,13,70,51,1022,1020.8,0
9.8,24.5,0,2.6,9.6,28,15,13,84,52,1022.4,1020.1,0
12.6,20.7,0,3,8.9,37,20,11,88,59,1023.3,1022,0
10,21.4,0.2,3,9.2,26,6,11,81,54,1021.9,1019.2,0
11.1,24.3,0,4.2,5.9,33,9,17,68,45,1017.1,1014.7,0
14.3,22.3,0,4,4.2,46,17,15,79,84,1013.3,1012.7,0
14.7,18.7,51.2,2.2,1.3,28,11,13,95,68,1016.1,1015.7,1
10.4,18.1,2,1.6,4.2,26,0,9,89,54,1020.1,1019,1
